text,happy,
Art History Quiz...  I didn`t study,0,
 is that it`s welsh name?,0,
 it`s just one day... do a week of 60hrs to compensate,0,
 husband is golfing & the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?,0,
 yay Happy Mothers Day to me  Screw burnt breakfast in bed I`ll take some E.  (erniehalter live > http://ustre.am/2VkO),1,
LOVING the hot weather forecast for the rest of the week!!!!  Summer is almost heeeeere,1,
 yaaaaaay i get to see you too   looking forward to cupcakes and fun.,1,
"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",0,
 http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,0,
 haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,0,
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",0,
Moment over.... fly now in car,0,
_watkins Oh my gosh ian i always miss you when your on,0,
Good morning! I`m just woke up it`s Mother`s Day,1,
painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,0,
"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me",0,
SUPER BUENO FTW!!! I am so proud of you guys.,1,
#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,0,
watching Jon & Kate plus 8..can`t believe they`re divorcing,0,
"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn`t here",0,
 oh I am so sure they do get everything. They live their like celebrities,1,
I know I have lots of emails to answer! I will be home tomorrow,0,
"My poor wife.  I`m laid up for another 6 hours on doctors orders, then can`t do much and she is dealing with screaming baby",0,
 There is good cholesterol. There are no good tumors.,0,
" that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can wait!",0,
"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump",0,
gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,1,
looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,0,
Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...,1,
Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,1,
 :: I know the feeling  Its a little depressing :S,0,
Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb,0,
_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,1,
Sucky day so far hope it gets better,0,
 **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,0,
I`m glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he`s absent from school,1,
Uh-Oooh my throat is scratchy,0,
  man i wont be home to co host with you!  xo*blair,0,
" Haha, yeah. It was here and there before but now it`s constant",1,
didnt do my devos...  hopefully my day doesnt suck because of it.,1,
....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,0,
" No! I would like this! Yesterday, I talked with Alyso Stoner xD And Benton sent me a private messae and coment me here!",1,
 hahaha we just won`t tell him will we?,0,
ughhhhhhhhhhhh  :/,0,
"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",0,
i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,0,
geez why do u have to be SO obvious?,0,
 If I may suggest: http://tr.im/kXkw,0,
 lmfaaoooo i just watched the Pink video....you know me to well i love it...soooo me lol,1,
" lol - that`s what hubby`s are there for, to think their wives are nuts.",0,
apparently even Novell Moonlight doesn`t work on my Jaunty,0,
people with mustaches get super powers and mustaches. no fair.,0,
Got three shots today.   I can`t lift my arms...,0,
"Bad day, just got worse...",0,
"just woke up, I`m starving",0,
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",1,
 Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,0,
Happy Mothers Day! ..ok..seriously..good night,1,
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,0,
" Well, there is THAT...",0,
"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won`t get a Jared hug tomorrow",0,
" Wish I could listen but because I`m from Canada, the website won`t let me!",0,
_**** not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,1,
  I guess you are not interested !!,0,
I hate funerals.,0,
The sun is out here in Melbourne! Happy Mothers Day to all the mums out there,1,
" I don`t know what that means, sorry",0,
 saw you walking back from starbucks. I was in the orange beetle,0,
 LOL yea I know! I`m almost done with my semester this week  yay!!,0,
just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!,1,
Its too early,0,
i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,1,
" mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",1,
oh no. opera 10 is not google friendly  *weeps*,0,
"Well, another family was chosen for the child we interviewed for  back to looking for another kid",0,
_58 I also like `Aasman ke paar shaayad`,1,
Hates bleech!! Messed up my black outfit,0,
"I spent my whole dream cooking a delicious meal, but I woke up before I got to try it",0,
The ship has landed.,0,
Kyle can make fart noises with his armpit,0,
hope schools gonna be good tomorrow,1,
watching the movie 1984 for my book report  im lazy to read,0,
is going to see wolverine and is a lil bit excited,1,
I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,0,
 bet sexy; i added u on myspace!,0,
i just dyed my hair,0,
i mean monday take the test monday!!!! please o please !,0,
I need a blackberry,0,
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,0,
 fantastic day in the AZ sun,1,
 I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,0,
scratchy scratchy throat. warm fluids needed,0,
  o sweet i saw him last year with kenny & sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,1,
 i got followed by one that says she doesn`t talk to 'god people'-i wonder if she talks to 'goddess people?',0,
 wEe ArR SoWbUr i PrOmIsS. tHe StYoOpId FlYiNg ThInG hAzZuNt KuM OwT aGaNe. iTt Iz hYdInG sUmWaRe aNd LaRfFiNg aTt Us.,0,
"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",0,
"Sometimes I hate myself, but that`s normal so I don`t worry bout it",0,
_Crow Morning!,0,
 You`re very welcome,1,
 thanks,1,
Is with our dog at the doggy park!,0,
 nice capture,1,
*yaaaawwwwnnnn* thx to bank holiday... let`s see what today has prepared for us...,1,
" lol thanx, me too!",1,
 if you`ve ever seen the way  uses his browser he probably has like 5 copies of it running.   http://bit.ly/1doEEj,0,
Trying to go to sleep but no luck  I think i`m sick... =S,0,
Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,0,
im hungry.due to last night`s dinner..or lack there of.. someone take care of me,0,
_654  it`s this damp weather...,0,
i cba with it now   ohwell might play another innabit,0,
This is cool  http://yfrog.com/097dfj,1,
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,0,
"Good morning tweeps! Monday got here way too soon! Hope you are having a good one, at least as good as it can get for a Monday",1,
"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",0,
_Aries Me and that person have something in common then! LOL jk....,0,
 If you`re flying to NZ www.hot.co.nz is a great way to get results in aggregate.,1,
Toast in the morning,0,
 that really sucks I feel bad for you at least I woke up at eight.,0,
[ I`m not sure what you mean by 'blowin this joint'?? '] rb lol lol good one......  ? http://blip.fm/~5z2zo,1,
 Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,0,
"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!",1,
 I wanna go but my car not here...,0,
I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,1,
 Thank a yoou  how are you? #TwitterTakeover,1,
Band work. I need my own laptop!  buy me one Ill drive your shifts forever!,0,
 thanx 4 thee follow,1,
"'suprised' mom with a cake and a present, because it`s mother`s day!  dad had bought flowers. : >",1,
 Your Highness...........................crystalmarieDONTluvSpiteAnymore,0,
"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",1,
 wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,0,
my 21month daughter`s seperation anxiety is intense. it`s killing me. i cant leave her sight without her breaking into an anxiety attack,0,
 I forgot about it and I already ate lunch  so I guess I`m not going.,0,
  Yeah I know what you mwan.,0,
 gmail,0,
" FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",0,
but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,0,
 Nothing yet,0,
Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,0,
_c ive sorted it now operating system and all apps are on a seperate 60gb drive,1,
 then he has gone down in my estimation,0,
"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",0,
" Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",0,
 what a **** shame all that body to waste,0,
Off for a loooong weekend of inlawing...  ... ...,0,
 Didn`t realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,1,
